,fname,label
813,WSU_P2_LOADED_BACK_AND_FORTH copy 2.wav_split_27,P2_LOADED
814,background_in_air_iris_2.wav_split_22,BACKGROUND_NOISE
815,WSU_P2_LOADED_BACK_AND_FORTH_2.wav_split_11,P2_LOADED
816,purdue_P2_unloaded_up_down copy 2.wav_split_30,P2_UNLOADED
817,background_in_air_iris_2.wav_split_3,BACKGROUND_NOISE
818,WSU_P2_DOWN_UNLOADED copy 2.wav_split_16,P2_UNLOADED
819,WSU_P2_UNLOADED_BACK_AND_FORTH copy 2.wav_split_20,P2_UNLOADED
820,background_eric_doing_stuff.wav_split_32,BACKGROUND_NOISE
821,WSU_P2_UNLOADED_BACK_AND_FORTH copy 2.wav_split_18,P2_UNLOADED
822,WSU_P2_HIGH_LOADED_DOWN.wav_split_9,P2_LOADED
823,in_air_iris_over_home_base.wav_split_39,BACKGROUND_NOISE
824,WSU_P2_UNLOADED_BACK_AND_FORTH copy.wav_split_3,P2_UNLOADED
825,WSU_P2_LOADED_BACK_AND_FORTH_2.wav_split_29,P2_LOADED
826,canopy_up_01.wav_split_35,BACKGROUND_NOISE
827,WSU_P2_UNLOADED_BACK_AND_FORTH.wav_split_39,P2_UNLOADED
828,background_eric_doing_stuff.wav_split_35,BACKGROUND_NOISE
829,background_in_air_iris_2.wav_split_4,BACKGROUND_NOISE
830,WSU_P2_DOWN_UNLOADED copy 2.wav_split_11,P2_UNLOADED
831,WSU_P2_UNLOADED_BACK_AND_FORTH copy 2.wav_split_27,P2_UNLOADED
832,purdue_P2_unloaded_up_down copy 2.wav_split_37,P2_UNLOADED
833,WSU_P2_LOADED_BACK_AND_FORTH_2.wav_split_16,P2_LOADED
834,background_in_air_iris_2.wav_split_25,BACKGROUND_NOISE
835,WSU_P2_LOADED_BACK_AND_FORTH copy 2.wav_split_20,P2_LOADED
836,gator.wav_split_17,BACKGROUND_NOISE
837,background_in_air_iris.wav_split_5,BACKGROUND_NOISE
838,WSU_P2_LOADED_up_and_down.wav_split_18,P2_LOADED
839,P1_up_and_down.wav_split_21,P1
840,P1_stationary copy.wav_split_11,P1
841,background_in_air_iris.wav_split_17,BACKGROUND_NOISE
842,WSU_P2_UNLOADED_BACK_AND_FORTH copy.wav_split_23,P2_UNLOADED
843,in_air_iris_far_away.wav_split_22,BACKGROUND_NOISE
844,background_06_02_02.wav_split_7,BACKGROUND_NOISE
845,background_in_air_iris.wav_split_28,BACKGROUND_NOISE
846,WSU_P2_LOADED_up_and_down.wav_split_27,P2_LOADED
847,WSU_P2_UNLOADED_UP_AND_DOWN.wav_split_20,P2_UNLOADED
848,P1_stationary.wav_split_20,P1
849,gator.wav_split_28,BACKGROUND_NOISE
850,purdue_P2_unloaded_up_down.wav_split_2,P2_UNLOADED
851,background_06_02_01.wav_split_15,BACKGROUND_NOISE
852,train.wav_split_35,BACKGROUND_NOISE
853,WSU_P2_DOWN_UNLOADED.wav_split_7,P2_UNLOADED
854,WSU_P2_UNLOADED_BACK_AND_FORTH copy.wav_split_24,P2_UNLOADED
855,in_air_iris_far_away.wav_split_25,BACKGROUND_NOISE
856,WSU_P2_UNLOADED_BACK_AND_FORTH.wav_split_8,P2_UNLOADED
857,WSU_P2_UNLOADED_UP_AND_DOWN.wav_split_18,P2_UNLOADED
858,P1_stationary.wav_split_18,P1
859,P1_up_and_down.wav_split_26,P1
860,P1_stationary copy.wav_split_16,P1
861,background_in_air_iris.wav_split_10,BACKGROUND_NOISE
862,background_in_air_iris.wav_split_2,BACKGROUND_NOISE
863,gator.wav_split_10,BACKGROUND_NOISE
864,background_06_02_01.wav_split_12,BACKGROUND_NOISE
865,purdue_P2_unloaded_up_down.wav_split_5,P2_UNLOADED
866,train.wav_split_32,BACKGROUND_NOISE
867,P1_up_and_down.wav_split_19,P1
868,P1_stationary copy.wav_split_29,P1
869,WSU_P2_LOADED_up_and_down.wav_split_20,P2_LOADED
870,WSU_P2_UNLOADED_UP_AND_DOWN.wav_split_27,P2_UNLOADED
871,P1_stationary.wav_split_27,P1
872,P1_stationary.wav_split_5,P1
873,WSU_P2_DOWN_UNLOADED.wav_split_9,P2_UNLOADED
874,background_in_air_iris_2.wav_split_40,BACKGROUND_NOISE
875,WSU_P2_UNLOADED_BACK_AND_FORTH copy.wav_split_12,P2_UNLOADED
876,in_air_iris_far_away.wav_split_13,BACKGROUND_NOISE
877,gator.wav_split_26,BACKGROUND_NOISE
878,background_06_02_02.wav_split_9,BACKGROUND_NOISE
879,P1_up_and_down.wav_split_10,P1
880,background_in_air_iris.wav_split_26,BACKGROUND_NOISE
881,P1_stationary copy.wav_split_20,P1
882,WSU_P2_LOADED_up_and_down.wav_split_29,P2_LOADED
883,WSU_P2_UNLOADED_BACK_AND_FORTH.wav_split_1,P2_UNLOADED
884,background_06_02_01.wav_split_24,BACKGROUND_NOISE
885,background_06_02_03.wav_split_35,BACKGROUND_NOISE
886,WSU_P2_DOWN_UNLOADED.wav_split_33,P2_UNLOADED
887,background_06_02_04.wav_split_32,BACKGROUND_NOISE
888,WSU_P2_LOADED_up_and_down.wav_split_16,P2_LOADED
889,WSU_P2_UNLOADED_UP_AND_DOWN.wav_split_11,P2_UNLOADED
890,P1_stationary.wav_split_11,P1
891,background_in_air_iris.wav_split_19,BACKGROUND_NOISE
892,gator.wav_split_19,BACKGROUND_NOISE
893,P1_up_and_down.wav_split_17,P1
894,background_in_air_iris.wav_split_21,BACKGROUND_NOISE
895,P1_stationary copy.wav_split_27,P1
896,WSU_P2_UNLOADED_UP_AND_DOWN.wav_split_29,P2_UNLOADED
897,P1_stationary.wav_split_29,P1
898,gator.wav_split_21,BACKGROUND_NOISE
899,WSU_P2_UNLOADED_BACK_AND_FORTH copy.wav_split_15,P2_UNLOADED
900,in_air_iris_far_away.wav_split_14,BACKGROUND_NOISE
901,P1_stationary.wav_split_2,P1
902,WSU_P2_LOADED_up_and_down.wav_split_11,P2_LOADED
903,WSU_P2_UNLOADED_UP_AND_DOWN.wav_split_16,P2_UNLOADED
904,P1_stationary.wav_split_16,P1
905,P1_up_and_down.wav_split_28,P1
906,P1_stationary copy.wav_split_18,P1
907,background_06_02_04.wav_split_35,BACKGROUND_NOISE
908,WSU_P2_DOWN_UNLOADED.wav_split_34,P2_UNLOADED
909,background_06_02_03.wav_split_32,BACKGROUND_NOISE
910,background_06_02_01.wav_split_23,BACKGROUND_NOISE
911,WSU_P2_UNLOADED_BACK_AND_FORTH.wav_split_6,P2_UNLOADED
912,WSU_P2_LOADED_BACK_AND_FORTH_2.wav_split_28,P2_LOADED
913,canopy_up_01.wav_split_34,BACKGROUND_NOISE
914,background_06_02_01.wav_split_40,BACKGROUND_NOISE
915,WSU_P2_UNLOADED_BACK_AND_FORTH copy.wav_split_2,P2_UNLOADED
916,WSU_P2_UNLOADED_BACK_AND_FORTH.wav_split_38,P2_UNLOADED
917,in_air_iris_over_home_base.wav_split_38,BACKGROUND_NOISE
918,WSU_P2_UNLOADED_BACK_AND_FORTH copy 2.wav_split_19,P2_UNLOADED
919,WSU_P2_HIGH_LOADED_DOWN.wav_split_8,P2_LOADED
920,purdue_P2_unloaded_up_down copy 2.wav_split_36,P2_UNLOADED
921,WSU_P2_LOADED_BACK_AND_FORTH copy 2.wav_split_21,P2_LOADED
922,background_in_air_iris_2.wav_split_24,BACKGROUND_NOISE
923,WSU_P2_LOADED_BACK_AND_FORTH_2.wav_split_17,P2_LOADED
924,background_eric_doing_stuff.wav_split_34,BACKGROUND_NOISE
925,WSU_P2_DOWN_UNLOADED copy 2.wav_split_10,P2_UNLOADED
926,WSU_P2_UNLOADED_BACK_AND_FORTH copy 2.wav_split_26,P2_UNLOADED
927,background_in_air_iris_2.wav_split_5,BACKGROUND_NOISE
928,WSU_P2_DOWN_UNLOADED copy 2.wav_split_28,P2_UNLOADED
929,WSU_P2_UNLOADED_BACK_AND_FORTH copy.wav_split_5,P2_UNLOADED
930,WSU_P2_LOADED_BACK_AND_FORTH copy 2.wav_split_19,P2_LOADED
931,canopy_up_01.wav_split_33,BACKGROUND_NOISE
932,WSU_P2_DOWN_UNLOADED copy 2.wav_split_17,P2_UNLOADED
933,WSU_P2_UNLOADED_BACK_AND_FORTH copy 2.wav_split_21,P2_UNLOADED
934,background_in_air_iris_2.wav_split_2,BACKGROUND_NOISE
935,background_eric_doing_stuff.wav_split_33,BACKGROUND_NOISE
936,WSU_P2_LOADED_BACK_AND_FORTH_2.wav_split_10,P2_LOADED
937,background_in_air_iris_2.wav_split_23,BACKGROUND_NOISE
938,WSU_P2_LOADED_BACK_AND_FORTH copy 2.wav_split_26,P2_LOADED
939,purdue_P2_unloaded_up_down copy 2.wav_split_31,P2_UNLOADED
940,WSU_P2_UNLOADED_BACK_AND_FORTH copy 2.wav_split_28,P2_UNLOADED
941,WSU_P2_LOADED_BACK_AND_FORTH_2.wav_split_19,P2_LOADED
942,purdue_P2_unloaded_up_down copy 2.wav_split_38,P2_UNLOADED
943,P1_up_and_down.wav_split_4,P1
944,in_air_iris_over_home_base.wav_split_36,BACKGROUND_NOISE
945,WSU_P2_UNLOADED_BACK_AND_FORTH copy 2.wav_split_17,P2_UNLOADED
946,WSU_P2_DOWN_UNLOADED copy 2.wav_split_21,P2_UNLOADED
947,WSU_P2_HIGH_LOADED_DOWN.wav_split_6,P2_LOADED
948,WSU_P2_UNLOADED_BACK_AND_FORTH.wav_split_36,P2_UNLOADED
949,WSU_P2_LOADED_BACK_AND_FORTH copy.wav_split_2,P2_LOADED
950,WSU_P2_LOADED_BACK_AND_FORTH_2.wav_split_26,P2_LOADED
951,background_in_air_iris_2.wav_split_15,BACKGROUND_NOISE
952,WSU_P2_LOADED_BACK_AND_FORTH copy 2.wav_split_10,P2_LOADED
953,P1_up_and_down.wav_split_3,P1
954,WSU_P2_LOADED_BACK_AND_FORTH copy 2.wav_split_28,P2_LOADED
955,WSU_P2_DOWN_UNLOADED copy 2.wav_split_19,P2_UNLOADED
956,WSU_P2_UNLOADED_BACK_AND_FORTH copy.wav_split_40,P2_UNLOADED
957,WSU_P2_LOADED_BACK_AND_FORTH copy 2.wav_split_17,P2_LOADED
958,background_in_air_iris_2.wav_split_12,BACKGROUND_NOISE
959,WSU_P2_LOADED_BACK_AND_FORTH_2.wav_split_21,P2_LOADED
960,WSU_P2_LOADED_BACK_AND_FORTH copy.wav_split_5,P2_LOADED
961,WSU_P2_UNLOADED_BACK_AND_FORTH.wav_split_31,P2_UNLOADED
962,WSU_P2_UNLOADED_BACK_AND_FORTH copy 2.wav_split_10,P2_UNLOADED
963,WSU_P2_DOWN_UNLOADED copy 2.wav_split_26,P2_UNLOADED
964,WSU_P2_HIGH_LOADED_DOWN.wav_split_1,P2_LOADED
965,in_air_iris_over_home_base.wav_split_31,BACKGROUND_NOISE
966,in_air_iris_far_away.wav_split_15,BACKGROUND_NOISE
967,WSU_P2_UNLOADED_BACK_AND_FORTH copy.wav_split_14,P2_UNLOADED
968,P1_stationary.wav_split_3,P1
969,background_in_air_iris.wav_split_20,BACKGROUND_NOISE
970,P1_stationary copy.wav_split_26,P1
971,P1_up_and_down.wav_split_16,P1
972,P1_stationary.wav_split_28,P1
973,WSU_P2_UNLOADED_UP_AND_DOWN.wav_split_28,P2_UNLOADED
974,gator.wav_split_20,BACKGROUND_NOISE
975,background_06_02_03.wav_split_33,BACKGROUND_NOISE
976,WSU_P2_DOWN_UNLOADED.wav_split_35,P2_UNLOADED
977,WSU_P2_UNLOADED_BACK_AND_FORTH.wav_split_7,P2_UNLOADED
978,background_06_02_01.wav_split_22,BACKGROUND_NOISE
979,background_06_02_04.wav_split_34,BACKGROUND_NOISE
980,P1_stationary.wav_split_17,P1
981,WSU_P2_UNLOADED_UP_AND_DOWN.wav_split_17,P2_UNLOADED
982,WSU_P2_LOADED_up_and_down.wav_split_10,P2_LOADED
983,P1_stationary copy.wav_split_19,P1
984,P1_up_and_down.wav_split_29,P1
985,gator.wav_split_27,BACKGROUND_NOISE
986,background_in_air_iris.wav_split_27,BACKGROUND_NOISE
987,P1_stationary copy.wav_split_21,P1
988,P1_up_and_down.wav_split_11,P1
989,background_06_02_02.wav_split_8,BACKGROUND_NOISE
990,WSU_P2_LOADED_up_and_down.wav_split_28,P2_LOADED
991,WSU_P2_DOWN_UNLOADED.wav_split_8,P2_UNLOADED
992,P1_stationary.wav_split_4,P1
993,in_air_iris_far_away.wav_split_12,BACKGROUND_NOISE
994,WSU_P2_UNLOADED_BACK_AND_FORTH copy.wav_split_13,P2_UNLOADED
995,P1_stationary.wav_split_10,P1
996,WSU_P2_UNLOADED_UP_AND_DOWN.wav_split_10,P2_UNLOADED
997,WSU_P2_LOADED_up_and_down.wav_split_17,P2_LOADED
998,background_in_air_iris.wav_split_18,BACKGROUND_NOISE
999,background_06_02_04.wav_split_33,BACKGROUND_NOISE
1000,gator.wav_split_18,BACKGROUND_NOISE
1001,background_06_02_01.wav_split_25,BACKGROUND_NOISE
1002,WSU_P2_DOWN_UNLOADED.wav_split_32,P2_UNLOADED
1003,background_06_02_03.wav_split_34,BACKGROUND_NOISE
1004,background_in_air_iris.wav_split_3,BACKGROUND_NOISE
1005,P1_stationary.wav_split_19,P1
1006,WSU_P2_UNLOADED_UP_AND_DOWN.wav_split_19,P2_UNLOADED
1007,P1_stationary copy.wav_split_17,P1
1008,background_in_air_iris.wav_split_11,BACKGROUND_NOISE
1009,P1_up_and_down.wav_split_27,P1
1010,gator.wav_split_11,BACKGROUND_NOISE
1011,in_air_iris_far_away.wav_split_24,BACKGROUND_NOISE
1012,WSU_P2_UNLOADED_BACK_AND_FORTH copy.wav_split_25,P2_UNLOADED
1013,WSU_P2_UNLOADED_BACK_AND_FORTH.wav_split_9,P2_UNLOADED
1014,P1_stationary copy.wav_split_28,P1
1015,P1_up_and_down.wav_split_18,P1
1016,background_06_02_02.wav_split_1,BACKGROUND_NOISE
1017,P1_stationary.wav_split_26,P1
1018,WSU_P2_UNLOADED_UP_AND_DOWN.wav_split_26,P2_UNLOADED
1019,WSU_P2_LOADED_up_and_down.wav_split_21,P2_LOADED
1020,WSU_P2_DOWN_UNLOADED.wav_split_1,P2_UNLOADED
1021,background_06_02_01.wav_split_13,BACKGROUND_NOISE
1022,purdue_P2_unloaded_up_down.wav_split_4,P2_UNLOADED
1023,train.wav_split_33,BACKGROUND_NOISE
1024,in_air_iris_far_away.wav_split_23,BACKGROUND_NOISE
1025,WSU_P2_UNLOADED_BACK_AND_FORTH copy.wav_split_22,P2_UNLOADED
1026,gator.wav_split_16,BACKGROUND_NOISE
1027,WSU_P2_LOADED_up_and_down.wav_split_19,P2_LOADED
1028,P1_stationary copy.wav_split_10,P1
1029,background_in_air_iris.wav_split_16,BACKGROUND_NOISE
1030,P1_up_and_down.wav_split_20,P1
1031,background_in_air_iris.wav_split_4,BACKGROUND_NOISE
1032,purdue_P2_unloaded_up_down.wav_split_3,P2_UNLOADED
1033,background_06_02_01.wav_split_14,BACKGROUND_NOISE
1034,train.wav_split_34,BACKGROUND_NOISE
1035,WSU_P2_DOWN_UNLOADED.wav_split_6,P2_UNLOADED
1036,background_in_air_iris.wav_split_29,BACKGROUND_NOISE
1037,background_06_02_02.wav_split_6,BACKGROUND_NOISE
1038,P1_stationary.wav_split_21,P1
1039,WSU_P2_UNLOADED_UP_AND_DOWN.wav_split_21,P2_UNLOADED
1040,WSU_P2_LOADED_up_and_down.wav_split_26,P2_LOADED
1041,gator.wav_split_29,BACKGROUND_NOISE
1042,in_air_iris_over_home_base.wav_split_17,BACKGROUND_NOISE
1043,WSU_P2_UNLOADED_BACK_AND_FORTH copy 2.wav_split_36,P2_UNLOADED
1044,background_eric_doing_stuff.wav_split_24,BACKGROUND_NOISE
1045,purrdue_P2_standing copy.wav_split_7,P2
1046,background_in_air_iris_2.wav_split_34,BACKGROUND_NOISE
1047,WSU_P2_LOADED_BACK_AND_FORTH copy 2.wav_split_31,P2_LOADED
1048,WSU_P2_UNLOADED_BACK_AND_FORTH.wav_split_17,P2_UNLOADED
1049,purdue_P2_unloaded_up_down copy 2.wav_split_26,P2_UNLOADED
1050,WSU_P2_LOADED_up_and_down.wav_split_8,P2_LOADED
1051,WSU_P2_LOADED_BACK_AND_FORTH_2 copy 2.wav_split_6,P2_LOADED
1052,in_air_iris_over_home_base.wav_split_28,BACKGROUND_NOISE
1053,purdue_P2_unloaded_up_down copy 2.wav_split_19,P2_UNLOADED
1054,WSU_P2_UNLOADED_BACK_AND_FORTH.wav_split_28,P2_UNLOADED
1055,canopy_up_01.wav_split_24,BACKGROUND_NOISE
1056,WSU_P2_LOADED_BACK_AND_FORTH_2.wav_split_38,P2_LOADED
1057,purdue_P2_unloaded_up_down copy 2.wav_split_21,P2_UNLOADED
1058,WSU_P2_UNLOADED_BACK_AND_FORTH.wav_split_10,P2_UNLOADED
1059,WSU_P2_LOADED_BACK_AND_FORTH copy 2.wav_split_36,P2_LOADED
1060,background_in_air_iris_2.wav_split_33,BACKGROUND_NOISE
1061,background_eric_doing_stuff.wav_split_23,BACKGROUND_NOISE
1062,WSU_P2_UNLOADED_BACK_AND_FORTH copy 2.wav_split_31,P2_UNLOADED
1063,in_air_iris_over_home_base.wav_split_10,BACKGROUND_NOISE
1064,canopy_up_01.wav_split_23,BACKGROUND_NOISE
1065,WSU_P2_DOWN_UNLOADED.wav_split_40,P2_UNLOADED
1066,WSU_P2_LOADED_BACK_AND_FORTH_2 copy 2.wav_split_1,P2_LOADED
1067,WSU_P2_DOWN_UNLOADED copy 2.wav_split_38,P2_UNLOADED
1068,WSU_P2_LOADED_BACK_AND_FORTH_2.wav_split_36,P2_LOADED
1069,purdue_P2_unloaded_up_down copy 2.wav_split_17,P2_UNLOADED
1070,WSU_P2_UNLOADED_BACK_AND_FORTH.wav_split_26,P2_UNLOADED
1071,WSU_P2_LOADED_up_and_down.wav_split_6,P2_LOADED
1072,WSU_P2_LOADED_BACK_AND_FORTH_2 copy 2.wav_split_8,P2_LOADED
1073,WSU_P2_DOWN_UNLOADED copy 2.wav_split_31,P2_UNLOADED
1074,in_air_iris_over_home_base.wav_split_26,BACKGROUND_NOISE
1075,WSU_P2_UNLOADED_UP_AND_DOWN.wav_split_2,P2_UNLOADED
1076,background_eric_doing_stuff.wav_split_15,BACKGROUND_NOISE
1077,WSU_P2_UNLOADED_BACK_AND_FORTH.wav_split_19,P2_UNLOADED
1078,purdue_P2_unloaded_up_down copy 2.wav_split_28,P2_UNLOADED
1079,canopy_up_01.wav_split_15,BACKGROUND_NOISE
1080,purrdue_P2_standing copy.wav_split_9,P2
1081,in_air_iris_over_home_base.wav_split_19,BACKGROUND_NOISE
1082,WSU_P2_UNLOADED_BACK_AND_FORTH copy 2.wav_split_38,P2_UNLOADED
1083,background_eric_doing_stuff.wav_split_12,BACKGROUND_NOISE
1084,in_air_iris_over_home_base.wav_split_21,BACKGROUND_NOISE
1085,WSU_P2_UNLOADED_UP_AND_DOWN.wav_split_5,P2_UNLOADED
1086,WSU_P2_DOWN_UNLOADED copy 2.wav_split_36,P2_UNLOADED
1087,WSU_P2_LOADED_up_and_down.wav_split_1,P2_LOADED
1088,WSU_P2_UNLOADED_BACK_AND_FORTH.wav_split_21,P2_UNLOADED
1089,purdue_P2_unloaded_up_down copy 2.wav_split_10,P2_UNLOADED
1090,WSU_P2_LOADED_BACK_AND_FORTH_2.wav_split_31,P2_LOADED
1091,WSU_P2_LOADED_BACK_AND_FORTH copy 2.wav_split_38,P2_LOADED
1092,canopy_up_01.wav_split_12,BACKGROUND_NOISE
1093,WSU_P2_LOADED_up_and_down copy.wav_split_8,P2_LOADED
1094,P1_up_and_down.wav_split_39,P1
1095,background_06_02_01.wav_split_5,BACKGROUND_NOISE
1096,background_06_02_04.wav_split_24,BACKGROUND_NOISE
1097,WSU_P2_LOADED_up_and_down copy 2.wav_split_9,P2_LOADED
1098,background_06_02_01.wav_split_32,BACKGROUND_NOISE
1099,train.wav_split_12,BACKGROUND_NOISE
1100,WSU_P2_DOWN_UNLOADED.wav_split_25,P2_UNLOADED
1101,background_06_02_03.wav_split_23,BACKGROUND_NOISE
1102,gator.wav_split_30,BACKGROUND_NOISE
1103,WSU_P2_UNLOADED_UP_AND_DOWN.wav_split_38,P2_UNLOADED
1104,P1_stationary.wav_split_38,P1
1105,P1_stationary copy.wav_split_36,P1
1106,background_in_air_iris.wav_split_30,BACKGROUND_NOISE
1107,WSU_P2_HIGH_LOADED_DOWN copy 2.wav_split_3,P2_LOADED
1108,background_06_02_03.wav_split_24,BACKGROUND_NOISE
1109,WSU_P2_DOWN_UNLOADED.wav_split_22,P2_UNLOADED
1110,background_06_02_01.wav_split_35,BACKGROUND_NOISE
1111,train.wav_split_15,BACKGROUND_NOISE
1112,background_06_02_04.wav_split_23,BACKGROUND_NOISE
1113,background_06_02_01.wav_split_2,BACKGROUND_NOISE
1114,foo.wav_split_8,BACKGROUND_NOISE
1115,canopy_up_01.wav_split_7,BACKGROUND_NOISE
1116,WSU_P2_HIGH_LOADED_DOWN copy 2.wav_split_4,P2_LOADED
1117,purdue_P2_unloaded_up_down copy.wav_split_9,P2_UNLOADED
1118,WSU_P2_LOADED_up_and_down.wav_split_38,P2_LOADED
1119,P1_stationary copy.wav_split_31,P1
1120,background_in_air_iris.wav_split_37,BACKGROUND_NOISE
1121,gator.wav_split_37,BACKGROUND_NOISE
1122,foo.wav_split_1,BACKGROUND_NOISE
1123,train.wav_split_23,BACKGROUND_NOISE
1124,background_06_02_03.wav_split_12,BACKGROUND_NOISE
1125,WSU_P2_DOWN_UNLOADED.wav_split_14,P2_UNLOADED
1126,background_06_02_04.wav_split_15,BACKGROUND_NOISE
1127,WSU_P2_UNLOADED_UP_AND_DOWN.wav_split_36,P2_UNLOADED
1128,P1_stationary.wav_split_36,P1
1129,WSU_P2_LOADED_up_and_down.wav_split_31,P2_LOADED
1130,P1_stationary copy.wav_split_38,P1
1131,WSU_P2_LOADED_up_and_down copy 2.wav_split_7,P2_LOADED
1132,in_air_iris_far_away.wav_split_34,BACKGROUND_NOISE
1133,WSU_P2_UNLOADED_BACK_AND_FORTH copy.wav_split_35,P2_UNLOADED
1134,WSU_P2_LOADED_up_and_down copy.wav_split_6,P2_LOADED
1135,P1_up_and_down.wav_split_37,P1
1136,in_air_iris_over_home_base.wav_split_5,BACKGROUND_NOISE
1137,gator.wav_split_39,BACKGROUND_NOISE
1138,WSU_P2_UNLOADED_UP_AND_DOWN.wav_split_31,P2_UNLOADED
1139,P1_stationary.wav_split_31,P1
1140,WSU_P2_LOADED_up_and_down.wav_split_36,P2_LOADED
1141,background_in_air_iris.wav_split_39,BACKGROUND_NOISE
1142,background_06_02_04.wav_split_12,BACKGROUND_NOISE
1143,WSU_P2_DOWN_UNLOADED.wav_split_13,P2_UNLOADED
1144,background_06_02_03.wav_split_15,BACKGROUND_NOISE
1145,foo.wav_split_6,BACKGROUND_NOISE
1146,train.wav_split_24,BACKGROUND_NOISE
1147,canopy_up_01.wav_split_9,BACKGROUND_NOISE
1148,purdue_P2_unloaded_up_down copy.wav_split_7,P2_UNLOADED
1149,in_air_iris_over_home_base.wav_split_2,BACKGROUND_NOISE
1150,WSU_P2_LOADED_up_and_down copy.wav_split_1,P2_LOADED
1151,P1_up_and_down.wav_split_30,P1
1152,in_air_iris_far_away.wav_split_33,BACKGROUND_NOISE
1153,WSU_P2_UNLOADED_BACK_AND_FORTH copy.wav_split_32,P2_UNLOADED
1154,purdue_P2_unloaded_up_down copy 2.wav_split_11,P2_UNLOADED
1155,WSU_P2_UNLOADED_BACK_AND_FORTH.wav_split_20,P2_UNLOADED
1156,WSU_P2_LOADED_BACK_AND_FORTH_2.wav_split_30,P2_LOADED
1157,background_eric_doing_stuff.wav_split_13,BACKGROUND_NOISE
1158,WSU_P2_DOWN_UNLOADED copy 2.wav_split_37,P2_UNLOADED
1159,WSU_P2_UNLOADED_UP_AND_DOWN.wav_split_4,P2_UNLOADED
1160,in_air_iris_over_home_base.wav_split_20,BACKGROUND_NOISE
1161,canopy_up_01.wav_split_13,BACKGROUND_NOISE
1162,WSU_P2_LOADED_BACK_AND_FORTH copy 2.wav_split_39,P2_LOADED
1163,WSU_P2_UNLOADED_UP_AND_DOWN.wav_split_3,P2_UNLOADED
1164,in_air_iris_over_home_base.wav_split_27,BACKGROUND_NOISE
1165,WSU_P2_DOWN_UNLOADED copy 2.wav_split_30,P2_UNLOADED
1166,WSU_P2_LOADED_up_and_down.wav_split_7,P2_LOADED
1167,WSU_P2_LOADED_BACK_AND_FORTH_2 copy 2.wav_split_9,P2_LOADED
1168,background_eric_doing_stuff.wav_split_14,BACKGROUND_NOISE
1169,WSU_P2_LOADED_BACK_AND_FORTH_2.wav_split_37,P2_LOADED
1170,WSU_P2_UNLOADED_BACK_AND_FORTH.wav_split_27,P2_UNLOADED
1171,purdue_P2_unloaded_up_down copy 2.wav_split_16,P2_UNLOADED
1172,purrdue_P2_standing copy.wav_split_8,P2
1173,WSU_P2_UNLOADED_BACK_AND_FORTH copy 2.wav_split_39,P2_UNLOADED
1174,in_air_iris_over_home_base.wav_split_18,BACKGROUND_NOISE
1175,purdue_P2_unloaded_up_down copy 2.wav_split_29,P2_UNLOADED
1176,WSU_P2_UNLOADED_BACK_AND_FORTH.wav_split_18,P2_UNLOADED
1177,train.wav_split_40,BACKGROUND_NOISE
1178,canopy_up_01.wav_split_14,BACKGROUND_NOISE
1179,background_eric_doing_stuff.wav_split_22,BACKGROUND_NOISE
1180,purrdue_P2_standing copy.wav_split_1,P2
1181,in_air_iris_over_home_base.wav_split_11,BACKGROUND_NOISE
1182,WSU_P2_UNLOADED_BACK_AND_FORTH copy 2.wav_split_30,P2_UNLOADED
1183,WSU_P2_UNLOADED_BACK_AND_FORTH.wav_split_11,P2_UNLOADED
1184,purdue_P2_unloaded_up_down copy 2.wav_split_20,P2_UNLOADED
1185,background_in_air_iris_2.wav_split_32,BACKGROUND_NOISE
1186,WSU_P2_LOADED_BACK_AND_FORTH copy 2.wav_split_37,P2_LOADED
1187,background_06_02_04.wav_split_40,BACKGROUND_NOISE
1188,WSU_P2_DOWN_UNLOADED copy 2.wav_split_39,P2_UNLOADED
1189,canopy_up_01.wav_split_22,BACKGROUND_NOISE
1190,WSU_P2_LOADED_BACK_AND_FORTH copy 2.wav_split_30,P2_LOADED
1191,background_in_air_iris_2.wav_split_35,BACKGROUND_NOISE
1192,purdue_P2_unloaded_up_down copy 2.wav_split_27,P2_UNLOADED
1193,WSU_P2_UNLOADED_BACK_AND_FORTH.wav_split_16,P2_UNLOADED
1194,WSU_P2_UNLOADED_BACK_AND_FORTH copy 2.wav_split_37,P2_UNLOADED
1195,in_air_iris_over_home_base.wav_split_16,BACKGROUND_NOISE
1196,background_eric_doing_stuff.wav_split_25,BACKGROUND_NOISE
1197,purrdue_P2_standing copy.wav_split_6,P2
1198,WSU_P2_UNLOADED_BACK_AND_FORTH.wav_split_29,P2_UNLOADED
1199,background_06_02_03.wav_split_40,BACKGROUND_NOISE
1200,purdue_P2_unloaded_up_down copy 2.wav_split_18,P2_UNLOADED
1201,canopy_up_01.wav_split_25,BACKGROUND_NOISE
1202,WSU_P2_LOADED_BACK_AND_FORTH_2.wav_split_39,P2_LOADED
1203,in_air_iris_over_home_base.wav_split_29,BACKGROUND_NOISE
1204,WSU_P2_LOADED_up_and_down.wav_split_9,P2_LOADED
1205,WSU_P2_LOADED_BACK_AND_FORTH_2 copy 2.wav_split_7,P2_LOADED
1206,background_06_02_03.wav_split_14,BACKGROUND_NOISE
1207,WSU_P2_DOWN_UNLOADED.wav_split_12,P2_UNLOADED
1208,purdue_P2_unloaded_up_down copy.wav_split_6,P2_UNLOADED
1209,foo.wav_split_7,BACKGROUND_NOISE
